model,base_model,finetuned_dataset,eval_accuracy,task_type,learning_rate,batch_size,num_epochs,created_at,last_modified,license,downloads
Mickey-yy/my-emotion-model,distilbert-base-uncased,emotion,,sequence_classification,,,,,2026-06-01T18:13:54.000Z,,43
NPCProgrammer/BERT_Emotions_tuned,bert-base-uncased,emotion,0.9295,sequence_classification,5e-05,16,3.0,,2024-03-13T07:26:10.000Z,,32
keefezowie/sa_mobileBERT,distilbert-base-uncased,emotion,,sequence_classification,2e-05,512,1.0,,2024-04-12T13:26:03.000Z,,25
Toshifumi/distilbert-base-multilingual-cased-finetuned-emotion,distilbert-base-uncased,emotion,0.8885,sequence_classification,2e-05,64,2.0,,2022-04-13T12:30:50.000Z,,22
ArafatBHossain/distiled_flip_model_emotion_alpha_0.8_epoch5_v1,distilbert-base-uncased,emotion,0.942,sequence_classification,5e-05,8,5.0,,2022-10-15T08:21:32.000Z,,22
autoevaluate/multi-class-classification,distilbert-base-uncased,emotion,0.928,sequence_classification,2e-05,16,1.0,,2022-10-31T11:27:58.000Z,,20
zhubaihe1/distilbert-finetuned-emotion,distilbert-base-uncased,emotion,,sequence_classification,,,,,2026-05-19T09:57:17.000Z,,20
ireallydk/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,,sequence_classification,2e-05,,,,2026-06-13T07:33:39.000Z,,17
ActivationAI/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.928,sequence_classification,2e-05,64,2.0,,2022-03-02T03:40:08.000Z,,14
Aron/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.92,sequence_classification,2e-05,64,2.0,,2022-02-23T10:34:14.000Z,,14
morenolq/distilbert-base-cased-emotion,distilbert-base-uncased,emotion,0.9235,sequence_classification,5e-05,32,10.0,,2024-11-30T12:48:04.000Z,,14
keefezowie/sa_distilBERT,distilbert-base-uncased,emotion,,sequence_classification,0.0,128,1.0,,2023-12-06T12:17:09.000Z,,14
philschmid/distilbert-base-uncased-emotion,distilbert-base-uncased,emotion,,sequence_classification,,,,,2022-09-29T14:01:38.000Z,,13
AP7000/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.926,sequence_classification,2e-05,64,2.0,,2023-12-13T22:21:20.000Z,,13
lewiswatson/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.918,sequence_classification,2e-05,64,2.0,,2024-04-15T17:26:04.000Z,,11
FabioDataGeek/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.926,sequence_classification,2e-05,64,2.0,,2022-07-22T16:02:35.000Z,,10
Fengkai/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9385,sequence_classification,2e-05,64,5.0,,2022-01-25T02:11:58.000Z,,10
Jorgeutd/sagemaker-roberta-base-emotion,roberta-base,emotion,,sequence_classification,,,,,2023-05-10T14:46:07.000Z,,10
miyagawaorj/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.925,sequence_classification,2e-05,64,2.0,,2023-07-18T12:28:29.000Z,,10
SheldonSides/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9245,sequence_classification,2e-05,64,2.0,,2023-10-26T06:22:30.000Z,,10
Jimchoo91/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.923,sequence_classification,2e-05,64,2.0,,2022-07-03T08:46:40.000Z,,9
joelb/custom-handler-tutorial,distilbert-base-uncased,emotion,,sequence_classification,,,,,2022-10-18T02:23:12.000Z,,9
maxsagt/distilbert-base-uncased-finetuned-emotions,distilbert-base-uncased,emotion,0.924,sequence_classification,2e-05,64,2.0,,2023-08-01T00:03:50.000Z,,9
AdapterHub/roberta-base-pf-emotion,,emotion,,sequence_classification,,,,,2021-11-24T16:29:46.000Z,,8
Crives/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9215,sequence_classification,2e-05,64,2.0,,2022-02-09T22:08:11.000Z,,8
Emanuel/bertweet-emotion-base,roberta-base,emotion,0.945,sequence_classification,5e-05,80,6.0,,2022-12-05T13:09:56.000Z,,8
jonc/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.923,sequence_classification,2e-05,64,2.0,,2022-02-04T06:15:55.000Z,,8
jo-kwsm/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9255,sequence_classification,2e-05,64,2.0,,2022-10-21T06:02:46.000Z,,8
Emanuel/twitter-emotion-deberta-v3-base,microsoft/deberta-v2-xlarge,emotion,0.937,sequence_classification,5e-05,80,6.0,,2022-12-05T13:10:11.000Z,,7
EnsarEmirali/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9265,sequence_classification,2e-05,64,2.0,,2022-02-21T05:53:26.000Z,,7
JaviBJ/sagemaker-distilbert-emotion,distilbert-base-uncased,emotion,0.9165,sequence_classification,3e-05,32,1.0,,2021-11-17T17:02:01.000Z,,7
aGabillon/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9215,sequence_classification,2e-05,64,2.0,,2022-03-13T04:19:27.000Z,,7
kidzy/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9245,sequence_classification,2e-05,64,2.0,,2022-06-26T08:19:59.000Z,,7
bhadresh-savani/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9365,sequence_classification,2e-05,64,5.0,,2022-07-14T06:59:49.000Z,,7
lylyly2103/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9285,sequence_classification,2e-05,64,2.0,,2022-08-02T03:40:56.000Z,,7
cvnberk/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.923,sequence_classification,2e-05,64,2.0,,2024-07-07T05:41:48.000Z,,7
hwkang/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9265,sequence_classification,2e-05,64,2.0,,2023-09-09T09:42:18.000Z,,7
zcstarr/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.93,sequence_classification,2e-05,64,2.0,,2024-06-13T23:12:17.000Z,,7
AdapterHub/bert-base-uncased-pf-emotion,,emotion,,sequence_classification,,,,,2021-11-24T16:23:08.000Z,,6
Kiran146/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9225,sequence_classification,2e-05,64,2.0,,2022-02-28T17:30:35.000Z,,6
lewtun/minilm-finetuned-emotion,bert-base-uncased,emotion,,sequence_classification,2e-05,64,5.0,,2021-11-11T20:44:07.000Z,,6
nickmuchi/minilm-finetuned-emotion_nm,bert-base-uncased,emotion,,sequence_classification,2e-05,64,10.0,,2022-01-17T08:15:50.000Z,,6
philschmid/deberta-v3-xsmall-emotion,microsoft/deberta-v2-xlarge,emotion,0.932,sequence_classification,3e-05,32,5.0,,2021-12-16T12:37:10.000Z,,6
Adrian/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9275,sequence_classification,2e-05,64,2.0,,2022-04-14T22:11:34.000Z,,6
luquesky/distilbert-base-uncased-finetuned-emotion-bigger-batch-better-who-knows,distilbert-base-uncased,emotion,,sequence_classification,2e-05,512,10.0,,2022-04-20T14:05:16.000Z,,6
juliensimon/sagemaker-distilbert-emotion,distilbert-base-uncased,emotion,0.919,sequence_classification,3e-05,32,1.0,,2023-12-20T15:03:12.000Z,,6
jianxun/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.922,sequence_classification,2e-05,64,2.0,,2023-06-09T12:57:10.000Z,,6
Akshat/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.922,sequence_classification,2e-05,64,2.0,,2022-05-21T13:37:58.000Z,,6
ghpkishore/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9285,sequence_classification,2e-05,64,2.0,,2022-07-22T10:09:57.000Z,,6
jdang/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.924,sequence_classification,2e-05,64,2.0,,2023-03-01T15:15:40.000Z,,6
vijayrag/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.925,sequence_classification,2e-05,64,2.0,,2024-02-13T20:47:05.000Z,,6
mooface/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.927,sequence_classification,2e-05,64,2.0,,2023-02-21T04:34:22.000Z,,6
ljh1/hello-custom,distilbert-base-uncased,emotion,,sequence_classification,,,,,2022-12-09T09:06:52.000Z,,6
mkato/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.939,sequence_classification,5e-05,64,2.0,,2023-01-27T09:20:22.000Z,,6
tingtone/jq_emo_gpt,,emotion,0.947,sequence_classification,1e-05,1,4.0,,2023-06-07T23:10:32.000Z,,6
lightwsrld/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9235,sequence_classification,2e-05,64,2.0,,2023-08-03T07:52:49.000Z,,6
Msrisrujan/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.924,sequence_classification,2e-05,64,2.0,,2023-08-21T17:49:34.000Z,,6
MuntasirHossain/RoBERTa-base-finetuned-emotion,roberta-base,emotion,0.933,sequence_classification,2e-05,32,5.0,,2023-11-06T02:56:58.000Z,,6
kw9101/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.921,sequence_classification,2e-05,64,2.0,,2024-02-19T13:03:35.000Z,,6
shrikant11/KGI,distilbert-base-uncased,emotion,,sequence_classification,,,,,2024-04-29T08:58:07.000Z,,6
fikriau/praktikum-ai-modul6-robertalargefocal,roberta-base,emotion,,sequence_classification,,,,,2025-06-16T11:56:44.000Z,,6
Yaia/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9255,sequence_classification,2e-05,64,2.0,,2022-01-21T17:28:21.000Z,,5
bergum/xtremedistil-emotion,bert-base-uncased,emotion,0.9265,sequence_classification,3e-05,128,24.0,,2023-08-14T12:56:58.000Z,,5
dmiller1/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.926,sequence_classification,2e-05,64,2.0,,2022-01-18T03:59:30.000Z,,5
frahman/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9205,sequence_classification,2e-05,64,2.0,,2022-07-13T12:58:49.000Z,,5
jpabbuehl/sagemaker-distilbert-emotion,distilbert-base-uncased,emotion,0.929,sequence_classification,3e-05,32,3.0,,2021-11-20T14:22:59.000Z,,5
ncduy/bert-base-cased-finetuned-emotion,bert-base-uncased,emotion,,sequence_classification,2e-05,64,5.0,,2021-12-09T10:30:48.000Z,,5
keerthisaran/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.92,sequence_classification,2e-05,64,2.0,,2022-04-10T21:58:34.000Z,,5
danhsf/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9265,sequence_classification,2e-05,64,2.0,,2022-03-31T02:39:15.000Z,,5
okep/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9245,sequence_classification,2e-05,64,2.0,,2022-04-04T18:53:56.000Z,,5
aprilzoo/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.923,sequence_classification,2e-05,64,2.0,,2022-04-04T05:50:42.000Z,,5
rdchambers/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.922,sequence_classification,2e-05,64,2.0,,2023-09-27T13:10:25.000Z,,5
philschmid/sagemaker-distilbert-emotion,distilbert-base-uncased,emotion,0.9185,sequence_classification,3e-05,32,1.0,,2022-12-05T13:36:06.000Z,,5
SimulSt/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.925,sequence_classification,2e-05,64,2.0,,2022-06-06T13:24:23.000Z,,5
aatmasidha/distilbert-base-uncased-newsmodelclassification,distilbert-base-uncased,emotion,0.928,sequence_classification,2e-05,64,2.0,,2022-07-18T09:04:59.000Z,,5
ecnmchedsgn/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.929,sequence_classification,2e-05,64,2.0,,2022-07-15T03:04:52.000Z,,5
hhffxx/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9385,sequence_classification,2e-05,1,2.0,,2022-08-24T02:29:32.000Z,,5
jplum87/test,distilbert-base-uncased,emotion,0.9335,sequence_classification,2e-05,64,2.0,,2022-08-21T19:27:06.000Z,,5
rlpeter70/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9255,sequence_classification,2e-05,64,2.0,,2022-09-03T17:39:41.000Z,,5
gokuls/BERT-tiny-emotion-intent,bert-base-uncased,emotion,0.91,sequence_classification,5e-05,16,50.0,,2022-09-24T14:11:28.000Z,,5
hgf22/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.917,sequence_classification,2e-05,64,2.0,,2022-11-09T01:42:06.000Z,,5
GinaYang/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9235,sequence_classification,2e-05,64,2.0,,2022-11-14T10:39:08.000Z,,5
cafbr/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.939,sequence_classification,2e-05,8,2.0,,2023-05-06T23:59:37.000Z,,5
Lyhoon/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.923,sequence_classification,2e-05,64,2.0,,2023-05-19T15:20:18.000Z,,5
Luciferio/MiniLLM-finetuned,bert-base-uncased,emotion,,sequence_classification,2e-05,8,2.0,,2023-08-22T14:39:58.000Z,,5
baehong/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9255,sequence_classification,2e-05,64,2.0,,2023-08-27T06:55:08.000Z,,5
mijoo/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.926,sequence_classification,2e-05,64,2.0,,2023-09-01T02:43:25.000Z,,5
kwholee/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.926,sequence_classification,2e-05,64,2.0,,2023-09-02T04:05:10.000Z,,5
hwatai/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9215,sequence_classification,2e-05,64,2.0,,2023-09-16T02:38:22.000Z,,5
fmurray/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9315,sequence_classification,2e-05,64,3.0,,2023-10-16T18:57:33.000Z,,5
Cohee/bert-base-uncased-emotion-onnx,bert-base-uncased,emotion,,sequence_classification,2e-05,,,,2023-10-20T10:35:47.000Z,,5
keefezowie/my_awesome_model,,emotion,0.8295,sequence_classification,5e-05,16,10.0,,2023-12-02T17:13:45.000Z,,5
adelinamart/minilm_finetuned_emotions,bert-base-uncased,emotion,,sequence_classification,2e-05,64,5.0,,2024-03-05T22:04:32.000Z,,5
ocaklisemih/distilbert-emotion,distilbert-base-uncased,emotion,0.9375,sequence_classification,5e-05,128,2.0,,2025-02-12T22:45:08.000Z,,5
omerfguzel/emotion_distilbert,distilbert-base-uncased,emotion,0.925,sequence_classification,2e-05,64,3.0,,2024-02-21T13:34:31.000Z,,5
vanderlist/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9295,sequence_classification,2e-05,64,2.0,,2024-05-08T09:00:06.000Z,,5
alexandrehsd/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9335,sequence_classification,2e-05,64,2.0,,2024-05-30T22:51:03.000Z,,5
khalidr/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9255,sequence_classification,2e-05,64,2.0,,2024-06-27T01:35:46.000Z,,5
dearkarina/finetuning-emotion-model,distilbert-base-uncased,emotion,0.928,sequence_classification,2e-05,64,2.0,,2024-08-03T07:46:12.000Z,,5
MhF/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9215,sequence_classification,2e-05,64,2.0,,2022-02-15T05:38:33.000Z,,4
Worldman/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9225,sequence_classification,2e-05,64,2.0,,2022-02-20T21:29:06.000Z,,4
abdelkader/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9215,sequence_classification,2e-05,64,2.0,,2022-01-04T23:18:05.000Z,,4
anindabitm/sagemaker-distilbert-emotion,distilbert-base-uncased,emotion,0.9165,sequence_classification,3e-05,32,1.0,,2021-11-18T17:43:59.000Z,,4
asalics/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.924,sequence_classification,2e-05,64,2.0,,2022-02-06T14:29:54.000Z,,4
bergum/xtremedistil-l6-h384-emotion,bert-base-uncased,emotion,0.928,sequence_classification,3e-05,128,14.0,,2023-03-21T11:55:03.000Z,,4
carlosaguayo/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9295,sequence_classification,2e-05,64,2.0,,2022-07-13T14:50:13.000Z,,4
coldfir3/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.922,sequence_classification,2e-05,64,2.0,,2023-12-20T16:15:26.000Z,,4
cscottp27/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.923,sequence_classification,2e-05,64,2.0,,2022-02-13T13:19:16.000Z,,4
lewtun/results,distilbert-base-uncased,emotion,0.925,sequence_classification,2e-05,64,2.0,,2021-10-18T13:16:42.000Z,,4
timtarusov/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.921,sequence_classification,2e-05,64,2.0,,2022-02-13T08:48:03.000Z,,4
clisi2000/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9245,sequence_classification,2e-05,64,2.0,,2022-03-06T07:09:00.000Z,,4
RaghuramKol/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.927,sequence_classification,2e-05,64,2.0,,2022-03-15T19:56:43.000Z,,4
swetava/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9245,sequence_classification,2e-05,64,2.0,,2022-03-17T18:42:58.000Z,,4
loulou/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.922,sequence_classification,2e-05,64,2.0,,2022-03-30T04:57:58.000Z,,4
Thant123/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.924,sequence_classification,2e-05,64,2.0,,2022-03-24T12:17:39.000Z,,4
jkhan447/sentiment-model-sample-5-emotion,bert-base-uncased,emotion,0.925,sequence_classification,2e-05,16,10.0,,2022-03-25T08:12:13.000Z,,4
neibla/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9255,sequence_classification,2e-05,64,2.0,,2022-03-30T08:56:26.000Z,,4
JNK789/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9305,sequence_classification,2e-05,64,3.0,,2022-08-27T03:55:45.000Z,,4
Sam4669/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.923,sequence_classification,2e-05,64,2.0,,2022-04-02T13:16:26.000Z,,4
Denzil/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.924,sequence_classification,2e-05,64,2.0,,2022-04-02T14:27:32.000Z,,4
thangcv/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.924,sequence_classification,2e-05,64,2.0,,2022-04-07T02:01:30.000Z,,4
pitspits/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.925,sequence_classification,2e-05,64,2.0,,2022-04-06T12:59:41.000Z,,4
luckydog/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9,sequence_classification,2e-05,64,2.0,,2022-04-12T12:36:17.000Z,,4
lewtun/sagemaker-distilbert-emotion,distilbert-base-uncased,emotion,0.921,sequence_classification,3e-05,32,1.0,,2022-12-05T11:19:38.000Z,,4
lewtun/sagemaker-distilbert-emotion-1,distilbert-base-uncased,emotion,0.9325,sequence_classification,3e-05,32,3.0,,2022-04-12T19:23:45.000Z,,4
luquesky/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.934,sequence_classification,2e-05,64,10.0,,2022-04-14T17:48:19.000Z,,4
xysmalobia/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.923,sequence_classification,2e-05,64,2.0,,2023-11-30T20:08:12.000Z,,4
user1/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.9215,sequence_classification,2e-05,64,2.0,,2022-04-19T03:59:12.000Z,,4
seongwkim/distilbert-base-uncased-finetuned-emotion,distilbert-base-uncased,emotion,0.923,sequence_classification,2e-05,64,2.0,,2022-04-21T08:34:19.000Z,,4
